<com.thoughtworks.xstream.core.DefaultConverterLookup: com.thoughtworks.xstream.converters.Converter lookupConverterForType(java.lang.Class)>/com.thoughtworks.xstream.converters.Converter.canConvert/0	<com.thoughtworks.xstream.converters.ConverterMatcher: boolean canConvert(java.lang.Class)>	<com.thoughtworks.xstream.core.DefaultConverterLookup: com.thoughtworks.xstream.converters.Converter lookupConverterForType(java.lang.Class)>	56	<com.thoughtworks.xstream.core.DefaultConverterLookup: com.thoughtworks.xstream.converters.Converter lookupConverterForType(java.lang.Class)>/converter#_55
<com.thoughtworks.xstream.core.DefaultConverterLookup: void registerConverter(com.thoughtworks.xstream.converters.Converter,int)>/com.thoughtworks.xstream.converters.Converter.canConvert/0	<com.thoughtworks.xstream.converters.ConverterMatcher: boolean canConvert(java.lang.Class)>	<com.thoughtworks.xstream.core.DefaultConverterLookup: void registerConverter(com.thoughtworks.xstream.converters.Converter,int)>	68	<com.thoughtworks.xstream.core.DefaultConverterLookup: void registerConverter(com.thoughtworks.xstream.converters.Converter,int)>/converter#_0
<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldForwardToGivenURI()>/br.com.caelum.vraptor.http.MutableRequest.getRequestDispatcher/0	<javax.servlet.ServletRequest: javax.servlet.RequestDispatcher getRequestDispatcher(java.lang.String)>	<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldForwardToGivenURI()>	110	<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldForwardToGivenURI()>/$stack1
<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldThrowResultExceptionIfServletExceptionOccursWhileForwarding()>/br.com.caelum.vraptor.http.MutableRequest.getRequestDispatcher/0	<javax.servlet.ServletRequest: javax.servlet.RequestDispatcher getRequestDispatcher(java.lang.String)>	<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldThrowResultExceptionIfServletExceptionOccursWhileForwarding()>	118	<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldThrowResultExceptionIfServletExceptionOccursWhileForwarding()>/$stack1
<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldThrowResultExceptionIfIOExceptionOccursWhileForwarding()>/br.com.caelum.vraptor.http.MutableRequest.getRequestDispatcher/0	<javax.servlet.ServletRequest: javax.servlet.RequestDispatcher getRequestDispatcher(java.lang.String)>	<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldThrowResultExceptionIfIOExceptionOccursWhileForwarding()>	126	<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldThrowResultExceptionIfIOExceptionOccursWhileForwarding()>/$stack1
<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldAllowCustomPathResolverWhileForwardingView()>/br.com.caelum.vraptor.http.MutableRequest.getRequestDispatcher/0	<javax.servlet.ServletRequest: javax.servlet.RequestDispatcher getRequestDispatcher(java.lang.String)>	<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldAllowCustomPathResolverWhileForwardingView()>	134	<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldAllowCustomPathResolverWhileForwardingView()>/$stack1
<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldThrowResultExceptionIfServletExceptionOccursWhileForwardingView()>/br.com.caelum.vraptor.http.MutableRequest.getRequestDispatcher/0	<javax.servlet.ServletRequest: javax.servlet.RequestDispatcher getRequestDispatcher(java.lang.String)>	<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldThrowResultExceptionIfServletExceptionOccursWhileForwardingView()>	143	<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldThrowResultExceptionIfServletExceptionOccursWhileForwardingView()>/$stack1
<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldThrowResultExceptionIfIOExceptionOccursWhileForwardingView()>/br.com.caelum.vraptor.http.MutableRequest.getRequestDispatcher/0	<javax.servlet.ServletRequest: javax.servlet.RequestDispatcher getRequestDispatcher(java.lang.String)>	<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldThrowResultExceptionIfIOExceptionOccursWhileForwardingView()>	151	<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldThrowResultExceptionIfIOExceptionOccursWhileForwardingView()>/$stack1
<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldAllowCustomPathResolverWhileIncluding()>/br.com.caelum.vraptor.http.MutableRequest.getRequestDispatcher/0	<javax.servlet.ServletRequest: javax.servlet.RequestDispatcher getRequestDispatcher(java.lang.String)>	<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldAllowCustomPathResolverWhileIncluding()>	159	<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldAllowCustomPathResolverWhileIncluding()>/$stack1
<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldThrowResultExceptionIfServletExceptionOccursWhileIncluding()>/br.com.caelum.vraptor.http.MutableRequest.getRequestDispatcher/0	<javax.servlet.ServletRequest: javax.servlet.RequestDispatcher getRequestDispatcher(java.lang.String)>	<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldThrowResultExceptionIfServletExceptionOccursWhileIncluding()>	168	<br.com.caelum.vraptor.view.DefaultPageResultTest: void shouldThrowResultExceptionIfServletExceptionOccursWhileIncluding()>/$stack1
